id,level,section,passage,question,choice_a,choice_b,choice_c,choice_d,correct_answer,explanation_en,explanation_ko,part,rank,item_type,source
n1-reading-b-1,N1,reading,でんとうこうげいの せかいでは、ぎじゅつのけいしょうが おおきな かだいと なっている。しょくにんの こうれいかが すすむいっぽうで、わかいせだいの なりてぶそくは しんこくであり、いくつかのぎじゅつは しょうめつのききに ひんしている。この じょうきょうを うけ、ぎょうかいだんたいや ちほうじちたいは、でしのいくせいプログラムや、でんとうこうげいひんの みりょくをつたえるイベントの かいさいなど、さまざまなとりくみをすすめているが、こうかがあらわれるまでには じかんがかかるとみられている。,でんとうこうげいの せかいで もんだいと なって いるのは なんですか。,ぎじゅつのけいしょう,げんざいりょうのふそく,こくさいてきなにんき,せいひんのねだん,A,The passage says the succession of traditional craft techniques is a major challenge.,전통 공예 세계에서는 기술 계승이 큰 과제라고 나와 있습니다.,11,1,integrated_comprehension,legacy_app_authored
n1-reading-b-2,N1,reading,でんとうこうげいの せかいでは、ぎじゅつのけいしょうが おおきな かだいと なっている。しょくにんの こうれいかが すすむいっぽうで、わかいせだいの なりてぶそくは しんこくであり、いくつかのぎじゅつは しょうめつのききに ひんしている。この じょうきょうを うけ、ぎょうかいだんたいや ちほうじちたいは、でしのいくせいプログラムや、でんとうこうげいひんの みりょくをつたえるイベントの かいさいなど、さまざまなとりくみをすすめているが、こうかがあらわれるまでには じかんがかかるとみられている。,わかいせだいの なりてに ついて、この ぶんしょうは どう のべて いますか。,ぶそくがしんこくである,じゅうぶんにいる,きょうみをもっていない,ぎじゅつがたかい,A,The passage says the shortage of young successors is serious.,젊은 세대의 후계자 부족이 심각하다고 서술하고 있습니다.,12,1,thematic_long_passage,legacy_app_authored
n1-reading-b-3,N1,reading,でんとうこうげいの せかいでは、ぎじゅつのけいしょうが おおきな かだいと なっている。しょくにんの こうれいかが すすむいっぽうで、わかいせだいの なりてぶそくは しんこくであり、いくつかのぎじゅつは しょうめつのききに ひんしている。この じょうきょうを うけ、ぎょうかいだんたいや ちほうじちたいは、でしのいくせいプログラムや、でんとうこうげいひんの みりょくをつたえるイベントの かいさいなど、さまざまなとりくみをすすめているが、こうかがあらわれるまでには じかんがかかるとみられている。,ぎょうかいだんたいや ちほうじちたいは どのような とりくみを して いますか。,でしのいくせいプログラムやイベントのかいさい,でんとうこうげいのはいし,ゆにゅうのきんし,しょくにんのげんきゅう,A,The passage says they run apprentice training programs and events.,제자 육성 프로그램이나 전통 공예품 매력을 알리는 이벤트 개최 등의 대책을 추진하고 있다고 나와 있습니다.,13,1,information_retrieval,legacy_app_authored
n1-reading-c-1,N1,reading,しほんしゅぎけいざいに おいて、けいざいせいちょうと かんきょうほぜんの りょうりつは、ながねん ぎろんされてきたテーマである。じぞくかのうなはってんもくひょう（SDGs）のたっせいにむけ、きぎょうかっどうにおいても かんきょうへのはいりょが もとめられるようになったが、たんきてきなりえきをじゅうしするけいえいほうしんとのかんで、あつれきがしょうじることもすくなくない。ちょうきてきなしてんにたって、かんきょうとけいざいのりょうりつをはかることが、こんごのかだいといえるだろう。,けいざいせいちょうと かんきょうほぜんの かんけいは どのように のべられて いますか。,ながねんぎろんされてきたテーマである,すでにかいけつしたもんだいである,かんけいがない,かんたんにりょうりつできる,A,The passage says the compatibility of growth and environmental protection has long been debated.,경제 성장과 환경 보전의 양립은 오랫동안 논의되어 온 주제라고 나와 있습니다.,8,2,short_passage,legacy_app_authored
n1-reading-c-2,N1,reading,しほんしゅぎけいざいに おいて、けいざいせいちょうと かんきょうほぜんの りょうりつは、ながねん ぎろんされてきたテーマである。じぞくかのうなはってんもくひょう（SDGs）のたっせいにむけ、きぎょうかっどうにおいても かんきょうへのはいりょが もとめられるようになったが、たんきてきなりえきをじゅうしするけいえいほうしんとのかんで、あつれきがしょうじることもすくなくない。ちょうきてきなしてんにたって、かんきょうとけいざいのりょうりつをはかることが、こんごのかだいといえるだろう。,SDGsの たっせいに むけ、きぎょうには なにが もとめられるように なりましたか。,かんきょうへのはいりょ,りえきのさくげん,じゅうぎょういんのさくげん,せいさんのていし,A,The passage says companies are now expected to consider the environment.,SDGs 달성을 위해 기업 활동에서도 환경에 대한 배려가 요구되게 되었다고 나와 있습니다.,9,2,mid_size_passage,legacy_app_authored
n1-reading-c-3,N1,reading,しほんしゅぎけいざいに おいて、けいざいせいちょうと かんきょうほぜんの りょうりつは、ながねん ぎろんされてきたテーマである。じぞくかのうなはってんもくひょう（SDGs）のたっせいにむけ、きぎょうかっどうにおいても かんきょうへのはいりょが もとめられるようになったが、たんきてきなりえきをじゅうしするけいえいほうしんとのかんで、あつれきがしょうじることもすくなくない。ちょうきてきなしてんにたって、かんきょうとけいざいのりょうりつをはかることが、こんごのかだいといえるだろう。,こんごの かだいとして なにが あげられて いますか。,ちょうきてきなしてんでのかんきょうとけいざいのりょうりつ,たんきてきなりえきのついきゅう,かんきょうきせいのてっぱい,せいちょうのちゅうし,A,The passage says balancing environment and economy from a long-term perspective is a future challenge.,장기적인 관점에서 환경과 경제의 양립을 도모하는 것이 앞으로의 과제라고 나와 있습니다.,10,2,long_passage,legacy_app_authored
n1-reading-d-1,N1,reading,げんごは たんなる コミュニケーションの どうぐに とどまらず、そのげんごをつかうひとびとの ものの かんがえかたや かちかんを はんえいする ものである。あることばが ほかのげんごに かんぜんに ほんやくできない ばあい、それは たんに ごいの もんだいだけでなく、ぶんかてきなはいけいのちがいに きいんすることがおおい。がいこくごをまなぶということは、たんにたんごやぶんぽうをおぼえるだけでなく、そのげんごのはいけいにあるぶんかをりかいすることでもあるといえる。,げんごとは この ぶんしょうに よると どのような ものですか。,コミュニケーションのどうぐにとどまらないもの,たんなるきごうのしゅうごう,ぶんぽうのたいけい,おんせいのしゅうごう,A,The passage says language is not merely a tool for communication but reflects worldview and values.,언어는 단순한 의사소통 도구에 그치지 않고 사고방식과 가치관을 반영하는 것이라고 나와 있습니다.,11,2,integrated_comprehension,legacy_app_authored
n1-reading-d-2,N1,reading,げんごは たんなる コミュニケーションの どうぐに とどまらず、そのげんごをつかうひとびとの ものの かんがえかたや かちかんを はんえいする ものである。あることばが ほかのげんごに かんぜんに ほんやくできない ばあい、それは たんに ごいの もんだいだけでなく、ぶんかてきなはいけいのちがいに きいんすることがおおい。がいこくごをまなぶということは、たんにたんごやぶんぽうをおぼえるだけでなく、そのげんごのはいけいにあるぶんかをりかいすることでもあるといえる。,あることばが ほかのげんごに かんぜんに ほんやくできない げんいんは なんですか。,ぶんかてきなはいけいのちがい,ごいのりょうがすくないから,はつおんがむずかしいから,もじがちがうから,A,The passage says this is often due to cultural background differences.,문화적 배경의 차이에 기인하는 경우가 많다고 나와 있습니다.,12,2,thematic_long_passage,legacy_app_authored
n1-reading-d-3,N1,reading,げんごは たんなる コミュニケーションの どうぐに とどまらず、そのげんごをつかうひとびとの ものの かんがえかたや かちかんを はんえいする ものである。あることばが ほかのげんごに かんぜんに ほんやくできない ばあい、それは たんに ごいの もんだいだけでなく、ぶんかてきなはいけいのちがいに きいんすることがおおい。がいこくごをまなぶということは、たんにたんごやぶんぽうをおぼえるだけでなく、そのげんごのはいけいにあるぶんかをりかいすることでもあるといえる。,がいこくごを まなぶ ことは なにを りかいする ことでも ありますか。,そのげんごのはいけいにあるぶんか,ぶんぽうのれきし,はつおんきごう,けいざいじじょう,A,The passage says learning a foreign language also means understanding its cultural background.,외국어를 배우는 것은 그 언어의 배경에 있는 문화를 이해하는 것이기도 하다고 나와 있습니다.,13,2,information_retrieval,legacy_app_authored
n5-vocabulary-1,N5,vocabulary,,新しい くるまですね。,あたらしい,あだらしい,あらたしい,あらだしい,A,新しい=atarashii,新しい(あたらしい)는 ‘새롭다’라는 뜻입니다.,1,1,kanji_reading,legacy_app_authored
n5-vocabulary-2,N5,vocabulary,,電気を つけて ください。,てんぎ,てんき,でんぎ,でんき,D,電気=denki,電気(でんき)는 ‘전기’라는 뜻입니다.,2,1,orthography,legacy_app_authored
n5-vocabulary-3,N5,vocabulary,,そとで まちましょう。,夕,外,多,太,B,Options 2 and 4 are printed identically (外) in source PDF; likely a duplication in the original layout. そと=外.,そと는 한자로 外라고 씁니다.,3,1,context_expression,legacy_app_authored
n5-vocabulary-4,N5,vocabulary,,あの ほてるは ゆうめいです。,ホラル,ホテル,ホラハ,ホテハ,B,ほてる=hotel=ホテル,ほてる는 가타카나로 ホテル(호텔)라고 씁니다.,4,1,paraphrase,legacy_app_authored
n5-vocabulary-5,N5,vocabulary,,あそこで タクシーに（　　）。,のりました,あがりました,つきました,はいりました,A,タクシーに乗る = to get in/take a taxi,‘タクシーに乗る’는 ‘택시를 타다’라는 뜻입니다.,1,2,kanji_reading,legacy_app_authored
n5-vocabulary-6,N5,vocabulary,,ここは（　　）です。べんきょうできません。,くらい,さむい,うるさい,あぶない,C,Illustration shows a person playing loud guitar next to someone studying,"삽화에서 한 사람이 시끄럽게 기타를 치고, 옆 사람은 공부하고 있습니다. ‘うるさい’는 ‘시끄럽다’라는 뜻입니다.",2,2,orthography,legacy_app_authored
n5-vocabulary-7,N5,vocabulary,,わたしは デパートに つとめて います。,わたしは デパートで かいものを して います。,わたしは デパートで さんぽを して います。,わたしは デパートで しごとを して います。,わたしは デパートで やすんで います。,C,つとめる = to work/be employed,"‘つとめる’는 ‘근무하다, 일하다’라는 뜻입니다.",3,2,context_expression,legacy_app_authored
n5-vocabulary-8,N5,vocabulary,,ゆうべ パーティーへ いきました。,きのうの ひる パーティーへ いきました。,きのうの よる パーティーへ いきました。,おとといの ひる パーティーへ いきました。,おとといの よる パーティーへ いきました。,B,ゆうべ = last night = きのうの よる,‘ゆうべ’는 ‘어젯밤(きのうの よる)’이라는 뜻입니다.,4,2,paraphrase,legacy_app_authored
n5-grammar-1,N5,grammar,,弟は へや（　　）そうじを しました。,が,を,に,の,B,Direct object marker を,목적격 조사 ‘を’가 들어갑니다.,1,1,selecting_grammar_form,legacy_app_authored
n5-grammar-2,N5,grammar,,きのうは うちに（　　）何を しましたか。,かえる,かえるから,かえって,かえったり,C,て-form linking clauses,て형으로 문장을 연결합니다.,2,1,sentence_composition,legacy_app_authored
n5-grammar-3,N5,grammar,,これは きょねん わたし＿＿＿ ＿＿＿ ★ ＿＿＿ しゃしんです。,が,で,とった,海,B,Correct order: わたし|が|海|で|とった しゃしんです。★ position = で (option 2),올바른 순서: わたし|が|海|で|とった しゃしんです。★ 위치 = で (선택지 2),3,1,text_grammar,legacy_app_authored
n5-grammar-4,N5,grammar,,きのう、＿＿＿ ＿＿＿ ★ ＿＿＿。,買いに,日本語の,行きました,じしょを,A,Correct order: 日本語の|じしょを|買いに|行きました。★ position = 買いに (option 1),올바른 순서: 日本語の|じしょを|買いに|行きました。★ 위치 = 買いに (선택지 1),1,2,selecting_grammar_form,legacy_app_authored
n5-grammar-5,N5,grammar,はじめまして。ジョン・スミスです。アメリカから[5]。わたしは えいがが 好きです。アメリカの えいがは よく 知っています。[6]、日本の えいがは あまり 知りません。日本では、日本の えいがを たくさん[7]。どうぞ よろしく おねがいします。,アメリカから ___。,行きます,行きました,来ます,来ました,D,来ました = came (from America),来ました = (미국에서) 왔습니다,2,2,sentence_composition,legacy_app_authored
n5-grammar-6,N5,grammar,はじめまして。ジョン・スミスです。アメリカから[5]。わたしは えいがが 好きです。アメリカの えいがは よく 知っています。[6]、日本の えいがは あまり 知りません。日本では、日本の えいがを たくさん[7]。どうぞ よろしく おねがいします。,アメリカの映画はよく知っている。___、日本の映画はあまり知らない。,では,だから,でも,それから,C,でも = but/however (contrast),でも = 그러나/하지만 (대조를 나타냄),3,2,text_grammar,legacy_app_authored
n5-grammar-7,N5,grammar,はじめまして。ジョン・スミスです。アメリカから[5]。わたしは えいがが 好きです。アメリカの えいがは よく 知っています。[6]、日本の えいがは あまり 知りません。日本では、日本の えいがを たくさん[7]。どうぞ よろしく おねがいします。,日本では、日本の映画をたくさん ___。,見ました,見たいです,見て いました,見るからです,B,見たいです = want to watch (future desire),見たいです = 보고 싶습니다 (미래의 희망),1,3,selecting_grammar_form,legacy_app_authored
n5-grammar-8,N5,grammar,みなさん、こんにちは。ヤンです。わたしは 日本語学校で 毎日 べんきょうして います。今は、学校の ちかくに 姉と 住んで います。姉が いるから、[8]。わたしは、日本で たくさん 友だちが ほしいです。みなさん、[9]。どうぞ よろしく おねがいします。,姉が いるから、___。,さびしく ありません,さびしく ありませんでした,さびしく ありませんか,さびしく ありませんでしたか,A,Present tense fits: not lonely because sister is nearby,언니(누나)가 가까이 있어서 외롭지 않다는 내용이므로 현재형이 알맞습니다.,2,3,sentence_composition,legacy_app_authored
n5-grammar-9,N5,grammar,みなさん、こんにちは。ヤンです。わたしは 日本語学校で 毎日 べんきょうして います。今は、学校の ちかくに 姉と 住んで います。姉が いるから、[8]。わたしは、日本で たくさん 友だちが ほしいです。みなさん、[9]。どうぞ よろしく おねがいします。,みなさん、___。,学校に 毎日 行きませんか,学校で 友だちと あそびました,うちに あそびに 来て ください,うちで 姉と あそびたいです,C,"Invitation to visit, fits wanting more friends","친구를 많이 사귀고 싶어하므로, 놀러 오라는 초대의 말이 알맞습니다.",3,3,text_grammar,legacy_app_authored
n5-reading-e-1,N5,reading,"先生が アンナさんに 手紙を 書きました。
アンナさん
今週は しごとが たくさん あります。土曜日と 日曜日も いそがしいです。来週の 月曜日に 来て ください。",先生は いつ 時間が ありますか。,今週,土曜日,日曜日,月曜日,D,来週の月曜日に来てください → teacher is free Monday,‘来週の月曜日に来てください’라고 했으므로 선생님은 월요일에 시간이 있습니다.,4,5,short_passage,legacy_app_authored
n5-reading-f-1,N5,reading,ヤンさんの うちは 町の 中の べんりな ところに あります。となりに パンやが あります。前は はなやで、はなやの となりは さかなやです。近くに くすりやと にくやも あります。ゆうびんきょくと びょういんも あります。今日の ゆうがた、ヤンさんの 友だちが あそびに 来ます。ヤンさんは とりにくの りょうりと さかなの りょうりを 作ります。れいぞうこの 中に とりにくと さかなが ありませんから、ヤンさんは これから 買いものに でかけます。それから、ゆうびんきょくへ 行って、きってを 買います。,つぎの中で、ヤンさんのうちからいちばん近い店はどれですか。,にくや,パンや,くすりや,さかなや,B,となりにパンやがあります = bakery is next door (closest),‘となりにパンやがあります’(옆에 빵집이 있습니다)라고 했으므로 빵집이 가장 가깝습니다.,5,5,mid_size_passage,legacy_app_authored
n5-reading-f-2,N5,reading,ヤンさんの うちは 町の 中の べんりな ところに あります。となりに パンやが あります。前は はなやで、はなやの となりは さかなやです。近くに くすりやと にくやも あります。ゆうびんきょくと びょういんも あります。今日の ゆうがた、ヤンさんの 友だちが あそびに 来ます。ヤンさんは とりにくの りょうりと さかなの りょうりを 作ります。れいぞうこの 中に とりにくと さかなが ありませんから、ヤンさんは これから 買いものに でかけます。それから、ゆうびんきょくへ 行って、きってを 買います。,ヤンさんは今日どこへ行きますか。,にくや、さかなや、ゆうびんきょく,パンや、くすりや、ゆうびんきょく,びょういん、はなや、さかなや,びょういん、にくや、パンや,A,"Needs chicken & fish for cooking, then post office for stamps","요리에 필요한 닭고기와 생선을 사러 간 다음, 우표를 사러 우체국에 갑니다.",6,5,information_retrieval,legacy_app_authored
n5-reading-g-1,N5,reading,"あした いちご山へ 行きます。東京駅から 中川駅まで 電車で 行って、中川駅から いちご山まで バスで 行きます。いちご山に 午前11時ごろ 着きたいです。そして、電車は 安いほうが いいです。

[電車の時間] 東京駅→中川駅: ふじ1 8:20→10:20 (3,000円) / さくら1 9:10→10:10 (5,000円) / ふじ3 9:20→11:20 (3,000円) / さくら3 10:10→11:10 (5,000円)
[バスの時間] 中川駅→いちご山: 10:30→11:00 / 11:30→12:00 (800円)",電車は どれに 乗りますか。,ふじ1,さくら1,ふじ3,さくら3,A,"Must arrive at 中川駅 by 10:30 to catch the bus arriving ~11:00; ふじ1 (10:20 arrival) is the cheaper of the two viable options (3,000円 vs さくら1's 5,000円)","버스가 11시쯤 도착하려면 10시 30분까지 中川駅에 도착해야 합니다. ふじ1(10:20 도착)이 さくら1(5,000円)보다 저렴한(3,000円) 선택지입니다.",4,6,short_passage,legacy_app_authored
ranked-n5-listening-1-1,N5,listening,"F：スーパーへ行きます。牛乳を買ってきてください。
M：はい。パンも買いますか。
F：パンはあります。牛乳だけお願いします。",男の人は何を買いますか。,パン,牛乳,パンと牛乳,何も買いません,B,The woman asks him to buy only milk.,여자는 남자에게 우유만 사 달라고 합니다.,1,1,task_based_comprehension,new_app_authored
ranked-n5-listening-1-2,N5,listening,"M：この紙に名前を書いてください。それから、あの箱に入れてください。
F：はい、わかりました。",女の人は名前を書いたあと、何をしますか。,紙を先生に見せます,紙を箱に入れます,箱に名前を書きます,家へ帰ります,B,"After writing her name, she puts the paper in the box.",이름을 쓴 뒤 종이를 상자에 넣습니다.,1,2,task_based_comprehension,new_app_authored
ranked-n5-listening-2-1,N5,listening,"F：あしたの映画は何時からですか。
M：三時からです。でも、二時半に駅で会いましょう。",二人は何時に会いますか。,二時,二時半,三時,三時半,B,They agree to meet at 2:30.,두 사람은 2시 30분에 만나기로 합니다.,2,1,key_point_comprehension,new_app_authored
ranked-n5-listening-2-2,N5,listening,"M：誕生日に何がほしいですか。時計ですか、かばんですか。
F：時計はあります。新しいかばんがほしいです。",女の人は何がほしいですか。,時計,かばん,くつ,本,B,She says she wants a new bag.,여자는 새 가방을 원한다고 말합니다.,2,2,key_point_comprehension,new_app_authored
ranked-n5-listening-3-1,N5,listening,友だちの家で水を飲みたいです。何と言いますか。,何と言いますか。,水を飲んでもいいですか,水を飲みませんでした,水を飲んでいます,水が飲みたくなかったです,A,This politely asks permission to drink water.,물을 마셔도 되는지 정중하게 허락을 구하는 표현입니다.,3,1,verbal_expressions,new_app_authored
ranked-n5-listening-3-2,N5,listening,教室で先生の声が聞こえません。何と言いますか。,何と言いますか。,もう一度お願いします,どうぞよろしく,いただきます,お先にどうぞ,A,You ask the teacher to say it once more.,선생님께 한 번 더 말해 달라고 부탁하는 표현입니다.,3,2,verbal_expressions,new_app_authored
ranked-n5-listening-4-1,N5,listening,M：今日は寒いですね。,いちばんいい答えはどれですか。,そうですね,きのうです,三人です,駅にあります,A,そうですね naturally agrees that it is cold.,「そうですね」는 춥다는 말에 자연스럽게 동의하는 답입니다.,4,1,quick_response,new_app_authored
ranked-n5-listening-4-2,N5,listening,F：いっしょに昼ごはんを食べませんか。,いちばんいい答えはどれですか。,はい、食べましょう,いいえ、昼です,ごはんでした,一時からです,A,はい、食べましょう naturally accepts the invitation.,「はい、食べましょう」는 점심 제안을 자연스럽게 받아들이는 답입니다.,4,2,quick_response,new_app_authored
ranked-n1-listening-1-1,N1,listening,"M：会議資料は印刷できましたか。
F：はい。ただ、部長の確認がまだです。確認後、参加者にメールで送ります。",女の人はこのあと、まず何をしますか。,資料を印刷する,部長に確認してもらう,参加者に電話する,会議を始める,B,The correct response is 部長に確認してもらう.,정답은 部長に確認してもらう입니다.,1,1,task_based_comprehension,new_app_authored
ranked-n1-listening-1-2,N1,listening,F：先に利用者への聞き取りをして、その結果を基に質問票を直してください。集計は来週で構いません。,最初に何をしなければなりませんか。,質問票を集計する,利用者に聞き取りをする,結果を発表する,会議を予約する,B,The correct response is 利用者に聞き取りをする.,정답은 利用者に聞き取りをする입니다.,1,2,task_based_comprehension,new_app_authored
ranked-n1-listening-2-1,N1,listening,M：候補地は駅前と郊外ですが、採用を強化するなら費用より通勤のしやすさを優先すべきでしょう。,男の人は何を優先すべきだと考えていますか。,土地の広さ,通勤のしやすさ,建物の新しさ,周辺の店,B,The correct response is 通勤のしやすさ.,정답은 通勤のしやすさ입니다.,2,1,key_point_comprehension,new_app_authored
ranked-n1-listening-2-2,N1,listening,F：売上は伸びていますが返品も増えています。広告より、まず品質管理の工程を見直す必要があります。,女の人が最も重視していることは何ですか。,広告の増加,品質管理の見直し,値下げ,販売地域の拡大,B,The correct response is 品質管理の見直し.,정답은 品質管理の見直し입니다.,2,2,key_point_comprehension,new_app_authored
ranked-n1-listening-3-1,N1,listening,M：便利な道具は作業時間を短縮します。しかし、その時間を新しい仕事で埋めてしまう社会の仕組みも考える必要があります。,話の中心は何ですか。,道具の製造,時間短縮と働き方,余暇の旅行,新しい商品の価格,B,The correct response is 時間短縮と働き方.,정답은 時間短縮と働き方입니다.,3,1,general_outline,new_app_authored
ranked-n1-listening-3-2,N1,listening,F：失敗を記録する目的は責任者を探すことではなく、同じ条件が重なったときに組織としてどう防ぐかを学ぶことです。,女の人が最も言いたいことは何ですか。,責任者を処罰する,記録から再発防止を学ぶ,記録を削除する,担当者を増やす,B,The correct response is 記録から再発防止を学ぶ.,정답은 記録から再発防止を学ぶ입니다.,3,2,general_outline,new_app_authored
ranked-n1-listening-4-1,N1,listening,F：念のため、先方にも日程を確認しておいてもらえますか。,いちばん自然な答えはどれですか。,承知しました。確認しておきます,日程が確認しました,先方を確認されます,確認していただきました,A,The correct response is 承知しました。確認しておきます.,정답은 承知しました。確認しておきます입니다.,4,1,quick_response,new_app_authored
ranked-n1-listening-4-2,N1,listening,M：この案、見送らざるを得ないかもしれませんね。,いちばん自然な答えはどれですか。,ええ、条件が整っていませんから,案を見送ってきますか,条件が見送りました,案に違いありません,A,The correct response is ええ、条件が整っていませんから.,정답은 ええ、条件が整っていませんから입니다.,4,2,quick_response,new_app_authored
ranked-n1-listening-5-1,N1,listening,"M：A案は安いですが一年かかります。
F：B案は高くても半年です。納期を守るならB案でしょう。",二人はどの案を選ぶと考えられますか。,A案,B案,両方,どちらも選ばない,B,The correct response is B案.,정답은 B案입니다.,5,1,integrated_comprehension,new_app_authored
ranked-n1-listening-5-2,N1,listening,"F：研修は対面のほうが議論しやすいですね。
M：地方の社員もいるので、講義はオンライン、討論だけ対面にしましょう。",男の人はどの方法を提案していますか。,すべて対面,すべてオンライン,講義はオンラインで討論は対面,研修を中止する,C,The correct response is 講義はオンラインで討論は対面.,정답은 講義はオンラインで討論は対面입니다.,5,2,integrated_comprehension,new_app_authored
ranked-n2-listening-1-1,N2,listening,F：申込書を書いたら、受付で身分証を見せてください。そのあと二階で写真を撮ります。,申込書を書いたあと、まず何をしますか。,写真を撮る,身分証を見せる,二階で待つ,料金を振り込む,B,The correct response is 身分証を見せる.,정답은 身分証を見せる입니다.,1,1,task_based_comprehension,new_app_authored
ranked-n2-listening-1-2,N2,listening,M：報告書の数字を確認してから課長に送ってください。表紙は私が後で付けます。,女の人は何をしなければなりませんか。,表紙を作る,数字を確認して課長に送る,印刷する,課長に電話する,B,The correct response is 数字を確認して課長に送る.,정답은 数字を確認して課長に送る입니다.,1,2,task_based_comprehension,new_app_authored
ranked-n2-listening-2-1,N2,listening,F：ホテルは駅から遠いですが会議場の隣です。朝早い会議なので、私はそこがいいと思います。,女の人がそのホテルを選ぶ理由は何ですか。,駅に近い,会議場に近い,料金が安い,部屋が広い,B,The correct response is 会議場に近い.,정답은 会議場に近い입니다.,2,1,key_point_comprehension,new_app_authored
ranked-n2-listening-2-2,N2,listening,M：この講座は内容はいいんですが平日の昼だけです。仕事をしながら通える夜の講座を探します。,男の人が申し込まない理由は何ですか。,内容が難しい,時間が合わない,料金が高い,場所が遠い,B,The correct response is 時間が合わない.,정답은 時間が合わない입니다.,2,2,key_point_comprehension,new_app_authored
ranked-n2-listening-3-1,N2,listening,F：地域の店を守るには、店同士が情報を共有し、一緒に地域の魅力を発信することが大切です。,話のテーマは何ですか。,地域商店の協力,商品の値下げ,観光客の減少,店員の採用,A,The correct response is 地域商店の協力.,정답은 地域商店の協力입니다.,3,1,general_outline,new_app_authored
ranked-n2-listening-3-2,N2,listening,M：運動は長時間まとめてする必要はありません。短い時間でも毎日続けることで効果が期待できます。,男の人が伝えたいことは何ですか。,毎日長時間運動する,短時間でも継続する,週末だけ運動する,運動前に休む,B,The correct response is 短時間でも継続する.,정답은 短時間でも継続する입니다.,3,2,general_outline,new_app_authored
ranked-n2-listening-4-1,N2,listening,F：資料の修正、今日中には難しそうです。,いちばん自然な答えはどれですか。,では、明日の朝までで構いません,今日は資料でした,修正が難しかったですか,資料を直させました,A,The correct response is では、明日の朝までで構いません.,정답은 では、明日の朝までで構いません입니다.,4,1,quick_response,new_app_authored
ranked-n2-listening-4-2,N2,listening,M：駅まで車でお送りしましょうか。,いちばん自然な答えはどれですか。,ありがとうございます。お願いします,駅で送っています,車に送りました,どういたしまして,A,The correct response is ありがとうございます。お願いします.,정답은 ありがとうございます。お願いします입니다.,4,2,quick_response,new_app_authored
ranked-n2-listening-5-1,N2,listening,"F：会場Aは広いですが駅から遠いです。
M：会場Bは少し狭くても駅前です。参加者は百人以下なのでBで十分でしょう。",二人はどの会場を選びますか。,会場A,会場B,両方,まだ決めない,B,The correct response is 会場B.,정답은 会場B입니다.,5,1,integrated_comprehension,new_app_authored
ranked-n2-listening-5-2,N2,listening,"M：紙の案内は高齢者に必要です。
F：若い人にはアプリが便利です。紙を減らして両方残しましょう。",二人はどうすることにしましたか。,紙だけにする,アプリだけにする,紙を減らして両方使う,案内をやめる,C,The correct response is 紙を減らして両方使う.,정답은 紙を減らして両方使う입니다.,5,2,integrated_comprehension,new_app_authored
ranked-n3-listening-1-1,N3,listening,M：図書館の本を返してから、郵便局でこの手紙を出してください。買い物はそのあとでいいです。,まず何をしますか。,買い物をする,本を返す,手紙を出す,家に帰る,B,The correct response is 本を返す.,정답은 本を返す입니다.,1,1,task_based_comprehension,new_app_authored
ranked-n3-listening-1-2,N3,listening,F：会議室にいすを並べたら、机の上に資料を置いてください。飲み物は私が用意します。,男の人は何をしますか。,いすと資料を準備する,飲み物だけ用意する,机を買う,会議を中止する,A,The correct response is いすと資料を準備する.,정답은 いすと資料を準備する입니다.,1,2,task_based_comprehension,new_app_authored
ranked-n3-listening-2-1,N3,listening,F：赤いシャツもいいですが、仕事でも着られる白いほうにします。,女の人はなぜ白いシャツを選びますか。,安いから,仕事でも着られるから,赤がないから,大きいから,B,The correct response is 仕事でも着られるから.,정답은 仕事でも着られるから입니다.,2,1,key_point_comprehension,new_app_authored
ranked-n3-listening-2-2,N3,listening,M：電車は速いけど、今日は荷物が多いから乗り換えのないバスで行きます。,男の人がバスで行く理由は何ですか。,電車が止まった,荷物が多く乗り換えがない,バスが無料,駅が遠い,B,The correct response is 荷物が多く乗り換えがない.,정답은 荷物が多く乗り換えがない입니다.,2,2,key_point_comprehension,new_app_authored
ranked-n3-listening-3-1,N3,listening,F：家で働くと通勤時間がなくなる一方、同僚と話す機会を作る工夫も必要です。,何について話していますか。,在宅勤務の長所と課題,電車の混雑,家の値段,会社の引っ越し,A,The correct response is 在宅勤務の長所と課題.,정답은 在宅勤務の長所と課題입니다.,3,1,general_outline,new_app_authored
ranked-n3-listening-3-2,N3,listening,M：この町では古い建物を壊さず、店やホテルとして使う活動が進んでいます。,話のテーマは何ですか。,新しい住宅,古い建物の活用,ホテルの料金,町の交通,B,The correct response is 古い建物の活用.,정답은 古い建物の活用입니다.,3,2,general_outline,new_app_authored
ranked-n3-listening-4-1,N3,listening,友だちの家に入るとき、何と言いますか。,いちばん自然な表現はどれですか。,おじゃまします,いってきます,おかえりなさい,ごちそうさま,A,The correct response is おじゃまします.,정답은 おじゃまします입니다.,4,1,verbal_expressions,new_app_authored
ranked-n3-listening-4-2,N3,listening,会社で先に帰るとき、何と言いますか。,いちばん自然な表現はどれですか。,お先に失礼します,ただいま,いただきます,お大事に,A,The correct response is お先に失礼します.,정답은 お先に失礼します입니다.,4,2,verbal_expressions,new_app_authored
ranked-n3-listening-5-1,N3,listening,F：来週の試験、難しそうですね。,いちばん自然な答えはどれですか。,ええ、しっかり勉強しないと,いいえ、来週でした,試験を難しくします,勉強が来ました,A,The correct response is ええ、しっかり勉強しないと.,정답은 ええ、しっかり勉強しないと입니다.,5,1,quick_response,new_app_authored
